CUSTOMER_ID,CHATBOT_USAGE_COUNT,LAST_CHATBOT_INTERACTION,EMAIL_OPENED_COUNT,CLICKED_AD_CAMPAIGNS,PARTICIPATED_IN_SURVEY,PREFERRED_CHANNEL,LOYALTY_PROGRAM_STATUS,MARKETING_RESPONSIVENESS,REFERRAL_LIKELIHOOD,GENDER,TENURE_MONTHS,TOTAL_TRANSACTIONS,TOTAL_UNITS_PURCHASED,TOTAL_SPEND,AVG_RATING,FIRST_PURCHASE_DATE,LAST_PURCHASE_DATE
15012,4,2/11/2024,4,0,false,Chatbot,Bronze,High,Likely,F,42,28,85,2529.26,3.107143,1/08/2024,1/09/2024
14270,3,8/10/2024,5,1,false,Email,None,High,Likely,M,6,12,100,403.34,2.416667,22/08/2024,22/08/2024
18179,2,3/5/2024,7,1,false,Email,Silver,High,Likely,F,6,22,42,1242.43,2.909091,8/04/2024,9/12/2024
18136,1,30/10/2024,4,2,false,Email,Silver,High,Very Likely,M,28,7,13,962.77,2.571429,14/10/2024,14/10/2024
14299,7,17/11/2024,8,1,false,SMS,Bronze,High,Likely,F,18,9,12,1372.59,3.444444,28/07/2024,7/08/2024
17618,3,1/12/2024,2,2,false,Email,Silver,High,Very Likely,F,17,21,120,923.26,2.333333,5/11/2024,5/11/2024
14290,1,26/12/2024,3,1,false,Email,Bronze,High,Very Likely,F,17,12,180,1279.16,2.083333,11/12/2024,5/12/2024
18225,4,8/2/2024,6,3,true,SMS,Silver,Moderate,Likely,F,28,,,,,,
14238,4,27/12/2024,4,0,false,SMS,None,Moderate,Likely,M,21,3,24,707.78,3.666667,9/12/2024,9/12/2024
17076,3,12/12/2024,2,1,false,Email,Bronze,Moderate,Likely,M,46,4,6,508.78,3.250000,23/04/2024,23/04/2024
18212,2,8/10/2024,3,4,false,Chatbot,Bronze,High,Likely,F,37,21,103,1460.6,2.952381,14/09/2024,14/09/2024
16282,1,9/10/2024,4,4,false,SMS,Bronze,Moderate,Likely,F,20,5,5,419.4,2.800000,17/07/2024,17/07/2024
15101,2,12/4/2024,5,4,true,SMS,None,Moderate,Unlikely,F,40,3,5,216.96,2.000000,6/07/2024,6/07/2024
14849,1,23/5/2024,2,2,false,Social Media,Gold,High,Likely,F,45,27,124,3200.31,3.296296,1/05/2024,23/10/2024
13769,1,4/11/2024,6,1,false,Email,None,High,Likely,F,20,16,51,1761.43,2.687500,22/03/2024,9/12/2024
13030,2,14/4/2024,8,2,false,SMS,Bronze,High,Very Likely,M,39,36,122,1199.42,2.527778,15/03/2024,15/03/2024
13021,2,26/6/2024,4,5,false,Email,None,Moderate,Likely,M,29,4,4,205.21,2.250000,13/06/2024,13/06/2024
12393,1,22/11/2024,7,2,false,Email,Bronze,High,Likely,F,39,11,118,1479.85,3.090909,17/08/2024,31/08/2024
12402,4,21/10/2024,4,0,true,Social Media,Bronze,Moderate,Unlikely,F,22,6,8,456.15,2.666667,28/09/2024,28/09/2024
16938,3,28/12/2024,5,2,true,SMS,Silver,High,Likely,F,7,8,11,957.08,3.250000,20/12/2024,21/12/2024
12913,2,17/8/2024,6,3,false,Email,None,Low,Neutral,F,21,3,3,109.57,2.666667,18/03/2024,18/03/2024
15512,3,9/6/2024,2,2,false,SMS,Bronze,Low,Unlikely,F,42,2,6,21.54,4.000000,6/06/2024,6/06/2024
12877,1,9/8/2024,4,5,false,SMS,Silver,High,Likely,F,23,12,14,1258.74,3.666667,15/06/2024,31/08/2024
12494,3,17/10/2024,2,1,false,SMS,Bronze,Moderate,Likely,F,28,3,3,138.59,2.333333,20/07/2024,4/12/2024
13584,0,,5,2,false,Email,None,High,Very Likely,M,35,13,20,1296.67,2.923077,29/12/2024,29/12/2024
12501,3,6/3/2024,7,3,false,Email,Bronze,High,Likely,M,8,66,249,4415.77,2.984848,20/11/2024,8/03/2024
17800,0,,7,3,true,Email,None,Moderate,Likely,F,12,4,23,66.17,2.750000,8/10/2024,8/10/2024
16405,3,18/12/2024,4,4,false,Chatbot,None,Low,Unlikely,F,20,,,,,,
12939,2,23/10/2024,4,3,false,Social Media,Silver,Low,Unlikely,F,19,4,17,164.52,2.250000,8/08/2024,8/08/2024
12476,1,13/6/2024,1,3,true,Email,Bronze,High,Likely,M,14,14,197,1844.46,2.785714,18/05/2024,28/11/2024
12356,2,29/12/2024,4,0,true,Chatbot,None,High,Likely,F,31,18,33,999.29,2.833333,15/09/2024,15/09/2024
13065,3,13/11/2024,3,2,false,Email,Gold,Moderate,Likely,F,32,8,10,710.73,2.250000,15/01/2024,16/01/2024
12421,3,29/10/2024,5,0,false,Chatbot,Silver,High,Likely,F,38,9,15,1731.97,3.333333,16/10/2024,16/10/2024
13001,1,7/12/2024,1,1,true,Email,None,High,Likely,F,45,20,55,1681,2.950000,27/10/2024,9/11/2024
15044,1,30/12/2024,6,1,true,Email,Bronze,High,Likely,F,31,53,227,3896.72,2.754717,13/07/2024,5/10/2024
16992,5,21/12/2024,4,0,true,Chatbot,Gold,Low,Unlikely,F,7,1,1,42.39,2.000000,14/12/2024,14/12/2024
13082,5,28/8/2024,3,4,false,Chatbot,None,Moderate,Likely,M,45,4,5,655,3.250000,24/07/2024,24/07/2024
16402,4,20/4/2024,4,1,true,Email,Bronze,High,Likely,M,31,21,48,1699.28,2.714286,23/02/2024,24/02/2024
12839,3,14/12/2024,5,4,true,Email,Silver,High,Likely,F,45,17,52,1073.58,2.588235,25/03/2024,29/06/2024
16455,2,19/9/2024,3,1,false,Chatbot,None,High,Likely,F,23,14,61,728.12,2.428571,2/09/2024,21/05/2024
14426,5,9/12/2024,3,3,true,Email,Bronze,High,Very Likely,F,13,24,30,1434.77,2.875000,27/11/2024,6/07/2024
18260,4,2/6/2024,2,2,false,SMS,None,High,Very Likely,M,43,16,22,833.25,2.687500,10/05/2024,8/11/2024
13304,4,24/9/2024,4,2,false,Social Media,None,Moderate,Unlikely,M,12,12,18,478.29,2.500000,15/07/2024,15/07/2024
15160,6,19/11/2024,4,4,false,SMS,None,Moderate,Likely,F,30,2,3,245.99,2.500000,27/06/2024,27/06/2024
15189,1,3/11/2024,2,1,false,Email,None,Moderate,Unlikely,F,11,3,57,342.44,3.333333,18/08/2024,18/08/2024
13802,7,2/11/2024,4,3,false,Email,Silver,High,Very Likely,F,40,11,30,571.1,2.727273,12/06/2024,12/06/2024
18062,6,23/12/2024,5,0,true,Email,None,Moderate,Unlikely,F,25,1,1,10.63,2.000000,26/07/2024,26/07/2024
17118,1,17/12/2024,3,2,true,Email,Silver,Moderate,Unlikely,F,49,5,6,758.59,2.800000,30/10/2024,30/10/2024
12997,1,24/4/2024,5,3,false,Chatbot,Gold,High,Very Likely,F,45,11,62,375.93,2.909091,11/03/2024,21/11/2024
15447,2,22/9/2024,6,1,false,Email,None,Moderate,Unlikely,F,34,1,1,39.19,3.000000,27/08/2024,27/08/2024
13579,3,18/10/2024,3,1,false,Chatbot,Silver,Low,Neutral,F,49,2,2,65.98,3.000000,3/02/2024,3/02/2024
12574,5,29/12/2024,8,1,false,Email,Silver,High,Very Likely,F,48,9,145,1464.4,1.888889,16/11/2024,16/11/2024
12423,1,12/12/2024,4,0,false,Chatbot,None,High,Very Likely,M,9,11,12,692.09,2.090909,7/12/2024,7/12/2024
12820,3,26/11/2024,6,5,true,Email,None,Moderate,Likely,M,24,6,77,543.27,2.666667,9/11/2024,9/11/2024
13629,5,3/12/2024,2,2,false,Social Media,Bronze,Low,Neutral,F,22,1,1,355.74,4.000000,12/10/2024,12/10/2024
12551,6,9/12/2024,3,0,true,Email,Bronze,Moderate,Likely,M,41,5,9,907.38,2.800000,26/06/2024,26/06/2024
15820,2,24/11/2024,7,1,true,SMS,None,High,Likely,F,8,12,104,1369.94,3.250000,13/10/2024,14/10/2024
14411,3,27/12/2024,9,2,true,Social Media,Silver,Moderate,Likely,F,17,8,8,184.42,2.625000,12/11/2024,12/11/2024
15708,2,25/3/2024,4,2,false,SMS,Bronze,High,Likely,F,49,51,478,5294.09,2.803922,13/02/2024,8/08/2024
13764,7,14/12/2024,7,2,true,Email,Silver,High,Likely,M,14,24,27,1314.57,2.791667,29/07/2024,30/07/2024
15093,2,22/5/2024,10,2,false,Email,Bronze,High,Likely,M,46,14,40,1315.95,3.142857,23/07/2024,30/01/2024
15658,1,15/10/2024,3,2,false,Email,Bronze,High,Very Likely,M,24,21,142,2886.16,2.380952,10/05/2024,18/01/2024
12734,4,28/7/2024,7,1,false,Email,Silver,Moderate,Likely,F,27,3,4,51.36,2.000000,13/07/2024,13/07/2024
17235,2,28/3/2024,6,5,true,Email,Bronze,Moderate,Unlikely,M,12,4,7,921.27,3.500000,23/01/2024,23/01/2024
14544,3,19/10/2024,4,0,false,Chatbot,Bronze,High,Very Likely,M,6,34,238,2468.78,2.558824,15/05/2024,15/05/2024
12754,1,24/12/2024,4,1,true,Social Media,None,High,Very Likely,F,11,15,18,1827.88,2.733333,21/12/2024,21/12/2024
14224,2,30/9/2024,2,2,false,Email,None,High,Very Likely,F,3,23,61,2108.74,2.695652,10/09/2024,10/10/2024
17446,4,31/12/2024,6,2,true,Social Media,Silver,Low,Neutral,F,42,1,1,20.39,3.000000,13/12/2024,13/12/2024
14621,4,21/8/2024,4,3,true,Email,Silver,High,Likely,F,41,7,57,493.66,2.571429,16/06/2024,16/06/2024
15856,6,20/5/2024,4,4,true,Email,Silver,High,Very Likely,M,4,24,29,2317.55,3.125000,15/07/2024,29/06/2024
12764,3,3/7/2024,4,1,false,Social Media,None,High,Very Likely,F,25,23,67,2845.83,3.043478,11/06/2024,11/06/2024
14553,4,22/7/2024,3,2,false,Chatbot,Silver,Moderate,Likely,F,25,10,11,109.15,2.300000,19/07/2024,19/07/2024
14438,3,30/12/2024,1,2,false,Chatbot,Silver,Moderate,Unlikely,F,41,7,24,259.22,2.285714,30/12/2024,31/12/2024
12782,5,28/6/2024,5,1,false,Email,Silver,High,Likely,F,19,28,80,2217.56,2.821429,20/07/2024,28/10/2024
12530,2,21/5/2024,7,1,false,SMS,Bronze,Low,Unlikely,M,29,3,52,210.2,2.666667,8/02/2024,8/02/2024
12853,0,,8,4,true,Social Media,Bronze,High,Likely,M,11,14,27,1151.71,2.857143,12/03/2024,17/11/2024
14150,5,23/3/2024,5,2,true,Email,None,Moderate,Unlikely,M,48,3,4,337.39,3.000000,6/03/2024,6/03/2024
15392,6,14/4/2024,2,3,false,Email,Silver,High,Likely,M,50,11,23,1313.13,3.363636,21/06/2024,6/02/2024
17861,8,3/12/2024,3,6,true,SMS,Silver,Moderate,Likely,F,37,5,9,760.2,2.600000,13/10/2024,13/10/2024
16110,3,14/11/2024,4,3,false,SMS,Silver,High,Likely,M,29,55,157,6862.47,3.636364,12/08/2024,12/09/2024
17850,4,15/11/2024,7,2,false,SMS,Bronze,High,Likely,M,12,133,488,14874.04,3.676692,1/01/2024,26/01/2024
18092,1,30/10/2024,3,2,false,Email,Bronze,Moderate,Likely,M,34,6,13,305.76,2.333333,14/07/2024,7/06/2024
14448,5,24/4/2024,6,5,false,Social Media,Silver,High,Likely,F,42,12,35,517,2.250000,5/02/2024,5/02/2024
14825,6,25/11/2024,7,1,false,Email,Gold,High,Likely,F,34,6,26,328.75,2.666667,14/06/2024,3/08/2024
16241,4,27/10/2024,1,5,true,Email,None,High,Very Likely,M,34,24,112,1682.16,2.625000,13/02/2024,2/12/2024
17457,2,6/9/2024,5,1,true,SMS,Silver,Moderate,Unlikely,F,47,4,6,482.86,2.750000,18/07/2024,20/12/2024
16725,4,24/11/2024,4,1,false,Email,Bronze,High,Likely,F,48,67,577,5696.83,3.179104,15/11/2024,6/12/2024
14800,2,18/6/2024,5,2,true,SMS,None,High,Very Likely,M,21,80,195,5041,3.112500,13/02/2024,8/08/2024
14576,8,22/4/2024,3,4,true,Email,Bronze,Low,Neutral,F,26,,,,,,
12738,2,14/5/2024,6,0,false,SMS,Bronze,High,Likely,M,42,5,10,1011.02,3.200000,30/01/2024,30/01/2024
18109,2,15/3/2024,4,4,false,Email,Gold,High,Likely,F,9,25,33,1364.08,2.720000,16/09/2024,5/02/2024
14188,3,30/12/2024,5,2,true,Email,Bronze,Moderate,Likely,F,50,8,39,747.93,3.000000,13/12/2024,13/12/2024
17692,3,27/9/2024,3,0,false,Email,None,High,Likely,F,11,10,10,854.47,2.500000,6/08/2024,6/08/2024
14206,2,3/6/2024,4,3,true,Email,Silver,Low,Unlikely,F,24,1,2,298,4.000000,22/05/2024,22/05/2024
16556,1,7/9/2024,3,1,false,Email,Gold,High,Very Likely,F,19,10,17,1321.96,2.900000,30/05/2024,30/05/2024
14213,5,8/6/2024,4,2,false,SMS,Gold,Low,Unlikely,F,25,3,3,45.77,3.000000,31/01/2024,31/01/2024
13233,4,12/11/2024,4,0,true,Email,Silver,Moderate,Likely,M,30,11,14,666.6,2.545455,8/05/2024,8/05/2024
14175,1,20/8/2024,0,2,true,Social Media,Bronze,Moderate,Likely,M,37,6,34,925.43,2.000000,10/03/2024,31/08/2024
13784,5,20/11/2024,4,2,false,Email,Gold,Moderate,Likely,M,30,5,5,195.28,2.800000,12/08/2024,21/08/2024
12609,0,,5,4,false,Email,Bronze,Moderate,Unlikely,F,3,9,12,279.1,2.333333,27/10/2024,27/10/2024
18119,2,21/10/2024,4,1,false,Chatbot,None,High,Very Likely,F,20,12,18,596.85,2.833333,20/03/2024,21/03/2024
13600,3,17/4/2024,2,2,false,Email,None,Low,Neutral,F,13,5,5,277.73,2.400000,12/02/2024,12/02/2024
16850,1,18/10/2024,4,4,false,Social Media,Silver,Moderate,Likely,M,22,8,11,503.35,2.250000,14/08/2024,14/08/2024
13451,3,21/12/2024,7,1,false,SMS,None,High,Likely,M,12,24,26,866.95,2.708333,8/11/2024,8/11/2024
12414,2,27/12/2024,7,2,false,SMS,Gold,Low,Neutral,M,43,2,2,125.36,2.500000,13/12/2024,14/12/2024
16262,0,,5,3,false,Email,Silver,Low,Unlikely,M,11,1,5,395,3.000000,24/05/2024,24/05/2024
15023,2,7/5/2024,7,2,false,SMS,None,High,Very Likely,F,40,64,192,3748.41,2.890625,17/09/2024,24/02/2024
18239,3,24/2/2024,2,2,false,Social Media,Silver,High,Very Likely,M,20,29,65,2813.42,2.827586,10/04/2024,30/01/2024
17094,0,,4,2,true,Email,Gold,Moderate,Likely,M,35,7,39,1098.96,3.000000,10/04/2024,27/10/2024
16950,1,7/11/2024,7,3,true,SMS,None,Low,Neutral,F,26,,,,,,
12515,6,28/10/2024,8,2,false,SMS,Bronze,Moderate,Unlikely,F,28,3,3,26.15,2.000000,13/07/2024,13/07/2024
16411,3,26/7/2024,7,3,true,Email,Bronze,High,Very Likely,F,40,6,15,192.26,2.500000,23/02/2024,23/02/2024
12870,5,29/10/2024,4,0,false,SMS,Silver,Low,Unlikely,F,28,1,1,24.64,3.000000,4/06/2024,4/06/2024
15366,2,23/12/2024,4,3,false,Email,Bronze,Moderate,Unlikely,M,37,2,3,265.19,3.500000,20/06/2024,20/06/2024
15246,3,12/7/2024,4,1,true,SMS,None,High,Likely,F,2,7,13,142.27,2.428571,13/06/2024,13/06/2024
15835,2,7/9/2024,7,2,false,Email,None,Moderate,Likely,F,46,7,15,256.54,2.857143,26/08/2024,26/08/2024
13008,5,3/12/2024,6,2,false,Email,Bronze,Moderate,Likely,F,48,6,26,565.59,2.500000,28/09/2024,28/09/2024
16716,4,17/11/2024,3,0,false,SMS,None,Low,Unlikely,F,44,1,1,48.92,1.000000,12/10/2024,12/10/2024
15111,1,12/4/2024,7,3,false,Social Media,Gold,Moderate,Likely,M,9,7,393,1208.25,3.428571,20/01/2024,20/01/2024
13911,2,28/12/2024,4,1,false,SMS,None,High,Likely,M,30,10,13,1201.2,2.400000,26/12/2024,27/12/2024
13113,2,2/12/2024,6,4,false,Email,Bronze,High,Likely,M,44,28,2059,12404.77,2.964286,23/08/2024,4/05/2024
15680,7,14/7/2024,3,0,false,SMS,Bronze,High,Very Likely,M,32,16,22,1040.84,2.375000,4/06/2024,4/06/2024
16367,3,18/9/2024,5,5,true,SMS,None,High,Likely,M,20,19,22,866.03,2.631579,5/06/2024,5/06/2024
17572,2,22/10/2024,2,3,false,Chatbot,Gold,Low,Neutral,F,49,,,,,,
13694,0,,5,2,true,Email,None,High,Very Likely,F,44,52,82,2416.08,2.769231,1/05/2024,26/08/2024
14932,2,27/8/2024,4,1,true,Social Media,None,Moderate,Likely,M,35,7,21,291.19,2.285714,13/04/2024,13/04/2024
12989,3,12/7/2024,6,2,false,SMS,Gold,Low,Unlikely,F,5,2,2,298,3.500000,29/04/2024,29/04/2024
12429,3,17/8/2024,6,3,false,Email,Silver,Moderate,Likely,F,43,8,110,944.88,1.875000,13/04/2024,13/04/2024
18277,4,7/11/2024,3,2,false,SMS,Bronze,Low,Unlikely,F,47,1,2,298,4.000000,23/10/2024,23/10/2024
12951,4,1/10/2024,4,2,false,Email,None,Moderate,Likely,F,18,19,27,494.73,2.421053,10/12/2024,26/08/2024
12468,7,8/12/2024,8,2,false,Email,Gold,Moderate,Likely,F,9,3,3,155.49,3.333333,11/10/2024,11/10/2024
17033,6,8/8/2024,7,1,true,Social Media,Silver,Moderate,Likely,M,47,4,4,292.97,1.750000,6/07/2024,6/07/2024
15544,1,28/4/2024,8,1,false,Email,Bronze,High,Likely,M,22,13,15,1125.68,3.538462,22/01/2024,22/01/2024
16353,2,13/9/2024,2,8,true,Email,Bronze,Moderate,Unlikely,M,6,4,6,254,2.250000,22/08/2024,7/08/2024
16395,1,29/8/2024,6,3,false,Chatbot,None,High,Very Likely,M,18,29,79,3576.7,3.344828,26/09/2024,28/08/2024
12921,1,2/11/2024,3,4,false,Email,Bronze,High,Likely,M,49,31,71,2865.41,2.935484,1/12/2024,27/03/2024
14293,3,15/10/2024,7,4,false,Chatbot,None,Moderate,Unlikely,F,18,7,22,174.25,2.142857,3/04/2024,3/04/2024
16997,5,23/11/2024,3,2,true,Email,Bronze,Moderate,Likely,F,35,1,5,395,4.000000,15/09/2024,15/09/2024
15723,4,19/8/2024,8,1,false,SMS,Bronze,High,Likely,F,4,22,36,1631.27,3.181818,26/04/2024,26/04/2024
17017,2,10/3/2024,3,1,false,Chatbot,None,High,Very Likely,M,40,36,178,3197.68,2.777778,17/01/2024,6/01/2024
15218,0,,4,2,true,SMS,None,High,Very Likely,M,11,13,162,1276.53,2.769231,19/10/2024,20/10/2024
14321,6,17/11/2024,6,3,false,Email,Gold,High,Likely,F,24,15,118,1868,2.800000,14/08/2024,14/08/2024
12956,1,1/1/2025,2,2,true,Email,None,High,Likely,F,48,8,15,938.8,3.500000,31/12/2024,31/12/2024
17980,2,17/11/2024,2,4,false,Email,None,Moderate,Unlikely,M,47,6,8,346.34,2.333333,6/11/2024,6/11/2024
17547,1,24/9/2024,4,5,false,Social Media,None,Low,Unlikely,M,41,1,1,153.71,3.000000,25/01/2024,25/01/2024
17730,2,30/12/2024,8,3,false,Chatbot,Bronze,Moderate,Unlikely,F,30,8,182,601.96,2.750000,9/12/2024,9/12/2024
14368,5,16/12/2024,1,4,false,Chatbot,None,Moderate,Likely,F,4,4,5,946,2.500000,10/12/2024,10/12/2024
15529,2,31/7/2024,10,4,true,Email,Silver,High,Likely,M,16,39,66,4172.51,3.384615,27/09/2024,31/03/2024
14031,3,19/8/2024,5,2,false,Email,Bronze,High,Very Likely,F,17,30,62,2270.41,2.866667,21/04/2024,8/01/2024
12464,1,23/12/2024,1,1,true,Social Media,None,Moderate,Likely,M,26,3,6,962.24,3.333333,18/12/2024,18/12/2024
12725,0,,4,2,false,Email,Gold,High,Very Likely,F,48,12,773,3773.43,3.083333,2/08/2024,2/09/2024
14496,4,19/10/2024,3,1,false,Email,Bronze,Moderate,Likely,F,47,17,23,303.94,2.352941,12/04/2024,13/01/2024
15563,5,8/10/2024,7,1,true,Email,Silver,Moderate,Likely,F,41,15,17,1062.31,3.000000,14/06/2024,14/06/2024
16326,5,10/12/2024,9,1,true,Email,Bronze,High,Likely,M,6,23,42,1014.59,2.260870,22/11/2024,8/09/2024
17044,1,15/12/2024,2,2,false,Chatbot,None,Low,Neutral,F,29,2,2,29.98,3.500000,6/12/2024,6/12/2024
13494,3,28/10/2024,2,5,false,Email,Bronze,High,Likely,M,33,10,13,725.33,2.500000,12/06/2024,12/06/2024
14895,2,11/10/2024,7,2,true,Chatbot,Silver,Low,Unlikely,M,42,,,,,,
15005,4,27/9/2024,4,4,true,Email,Silver,High,Very Likely,F,30,80,523,5569.64,2.837500,13/12/2024,8/11/2024
14472,2,20/1/2024,7,4,false,Chatbot,Bronze,High,Likely,F,10,30,748,3378,2.566667,7/01/2024,8/08/2024
14978,3,14/12/2024,8,0,true,Email,Bronze,High,Very Likely,M,36,35,51,2322.41,3.085714,27/08/2024,31/10/2024
18145,4,3/12/2024,5,2,true,Email,Silver,High,Likely,F,36,19,168,1227.37,3.052632,28/11/2024,28/11/2024
12484,3,24/10/2024,2,2,false,SMS,Silver,High,Likely,M,44,54,196,2496.31,2.685185,8/04/2024,8/04/2024
15513,1,18/3/2024,2,2,true,Chatbot,None,High,Very Likely,F,21,25,136,1635.63,2.720000,1/03/2024,4/11/2024
14911,4,16/5/2024,5,0,false,Social Media,Bronze,High,Likely,F,34,256,1132,23816.69,3.507813,1/11/2024,8/12/2024
13198,1,10/12/2024,10,3,true,Chatbot,Silver,High,Likely,M,50,39,74,3286.77,2.897436,24/10/2024,5/12/2024
14256,1,18/9/2024,4,3,false,SMS,Silver,High,Likely,F,7,15,31,932.66,2.866667,27/04/2024,27/04/2024
13754,2,23/6/2024,6,2,false,Chatbot,Silver,Low,Neutral,M,7,5,85,943.98,3.000000,11/03/2024,11/03/2024
14242,1,27/9/2024,7,0,true,SMS,Silver,Low,Unlikely,F,26,1,2,238,2.000000,14/09/2024,14/09/2024
17548,2,9/10/2024,8,2,true,Email,Bronze,Moderate,Unlikely,M,50,2,3,430.19,2.000000,1/03/2024,1/03/2024
13565,6,21/11/2024,2,1,false,Chatbot,Silver,Moderate,Unlikely,F,8,5,6,352.97,2.800000,8/11/2024,8/11/2024
18190,4,3/10/2024,6,2,true,Social Media,Bronze,Moderate,Likely,M,8,4,4,369.19,2.000000,26/08/2024,26/08/2024
13269,3,2/5/2024,8,1,true,Social Media,Silver,High,Very Likely,F,41,12,75,839.8,2.583333,14/02/2024,18/05/2024
17604,6,18/9/2024,7,2,false,SMS,Bronze,High,Likely,F,28,14,18,2031.3,3.571429,12/01/2024,12/02/2024
13652,4,18/10/2024,5,1,false,Social Media,Bronze,High,Very Likely,F,35,6,6,118.94,2.000000,3/04/2024,3/04/2024
18219,3,27/6/2024,6,1,true,Email,Bronze,High,Very Likely,F,32,10,27,485.93,2.200000,26/05/2024,3/04/2024
18176,2,8/10/2024,4,0,true,SMS,None,Moderate,Unlikely,M,19,14,24,1568.76,2.357143,20/06/2024,7/12/2024
17787,3,30/4/2024,3,3,false,Email,None,High,Likely,M,8,34,43,2485.87,3.205882,2/04/2024,27/09/2024
15808,3,14/7/2024,5,1,false,Email,None,High,Very Likely,F,6,89,329,9171.72,3.393258,19/05/2024,30/12/2024
18202,2,12/11/2024,8,1,false,Email,None,High,Very Likely,F,18,11,321,1985.76,3.000000,12/08/2024,12/08/2024
14355,3,10/9/2024,12,2,false,Email,None,Moderate,Unlikely,F,7,6,75,816.85,3.166667,13/04/2024,13/04/2024
12383,2,18/8/2024,2,2,false,SMS,Bronze,High,Very Likely,M,32,31,50,2215.51,3.064516,13/07/2024,24/08/2024
14309,3,28/9/2024,5,4,false,Email,Silver,Moderate,Likely,F,49,7,13,81.3,2.857143,15/12/2024,30/09/2024
14871,1,18/9/2024,0,1,false,Email,Bronze,High,Very Likely,M,27,14,20,297.63,1.928571,25/05/2024,25/05/2024
17576,2,5/7/2024,9,1,false,Email,Bronze,High,Likely,F,23,20,46,2290.23,3.200000,18/09/2024,21/05/2024
14282,2,31/3/2024,5,2,false,Email,None,High,Very Likely,F,37,4,5,523.98,1.750000,21/03/2024,21/03/2024
14505,4,15/11/2024,5,0,false,SMS,None,High,Very Likely,F,8,95,337,5545.3,2.968421,31/07/2024,5/12/2024
15167,4,8/9/2024,2,3,false,Email,Bronze,High,Very Likely,M,2,25,32,1121.32,2.720000,10/07/2024,10/08/2024
17602,6,15/11/2024,2,3,false,Email,Bronze,High,Very Likely,M,40,46,187,5397.5,3.434783,25/09/2024,25/09/2024
17517,4,30/12/2024,7,2,false,Chatbot,Gold,Moderate,Unlikely,F,20,5,6,625.43,2.800000,22/12/2024,22/12/2024
18226,1,3/8/2024,3,3,true,SMS,Bronze,High,Very Likely,F,40,12,31,692.16,2.583333,26/07/2024,26/07/2024
14292,2,6/12/2024,3,3,true,Email,None,Moderate,Likely,M,22,3,7,581.2,2.333333,14/09/2024,14/09/2024
13047,5,21/4/2024,5,2,true,SMS,Bronze,High,Very Likely,M,43,20,27,1451.02,2.850000,1/01/2024,18/12/2024
15502,5,10/10/2024,7,1,false,Email,None,High,Likely,F,27,21,142,2170.3,2.714286,16/03/2024,3/01/2024
16949,5,27/12/2024,5,1,false,Email,Silver,Low,Unlikely,M,44,1,1,99,3.000000,11/08/2024,11/08/2024
13963,4,19/10/2024,4,2,false,Social Media,Silver,High,Likely,F,40,19,328,2811.13,2.894737,10/11/2024,26/12/2024
15460,4,10/11/2024,7,1,true,Email,Bronze,High,Very Likely,F,4,24,165,3063.31,2.958333,7/10/2024,7/11/2024
12441,4,28/6/2024,3,1,false,Email,Bronze,High,Very Likely,F,39,9,12,1295.18,3.777778,28/03/2024,29/03/2024
18125,5,12/12/2024,2,2,true,Chatbot,Bronze,High,Likely,F,3,44,93,7398.6,3.409091,11/12/2024,13/11/2024
15769,7,8/11/2024,6,3,false,Email,Bronze,Moderate,Unlikely,F,25,5,28,129.28,2.600000,20/07/2024,8/06/2024
13094,5,30/4/2024,5,3,false,SMS,None,Low,Neutral,M,10,3,23,211.58,3.000000,3/04/2024,3/04/2024
13782,4,29/10/2024,6,1,true,SMS,None,High,Very Likely,M,17,15,58,1484.89,2.933333,9/05/2024,9/05/2024
14298,1,4/8/2024,8,3,false,Chatbot,Bronze,High,Very Likely,M,41,127,553,8584.67,3.102362,19/10/2024,8/04/2024
13815,3,11/12/2024,3,3,false,Email,Silver,High,Likely,F,33,26,42,2833.9,3.346154,21/10/2024,22/10/2024
15024,5,17/12/2024,7,2,false,SMS,Silver,High,Likely,F,9,28,434,2374.44,2.642857,22/03/2024,22/03/2024
13817,3,18/11/2024,5,1,false,Chatbot,Bronze,Low,Unlikely,M,14,6,7,73.14,2.666667,14/07/2024,14/07/2024
17739,1,20/8/2024,9,3,true,SMS,Gold,Moderate,Likely,F,7,9,150,579.14,2.222222,16/08/2024,31/05/2024
12971,2,30/3/2024,8,1,true,Chatbot,Bronze,High,Very Likely,F,43,17,28,1004.22,2.235294,19/10/2024,4/10/2024
13599,4,14/8/2024,6,2,false,Social Media,None,High,Very Likely,F,46,13,14,616.95,2.230769,22/05/2024,9/04/2024
13140,3,10/11/2024,4,5,false,Chatbot,Bronze,Moderate,Likely,M,34,12,80,399.2,2.083333,4/07/2024,4/07/2024
13649,0,,8,5,false,Email,Bronze,Low,Unlikely,F,34,8,17,215.66,2.500000,4/07/2024,4/07/2024
13705,3,17/9/2024,4,2,false,SMS,Silver,Moderate,Likely,F,39,7,9,530,2.857143,1/03/2024,1/03/2024
12413,1,9/10/2024,4,2,false,Email,None,High,Likely,F,15,9,11,776.71,3.111111,22/08/2024,31/07/2024
15165,2,15/11/2024,4,5,false,Email,Bronze,High,Very Likely,F,36,13,36,761.22,2.923077,1/11/2024,1/11/2024
15079,3,20/11/2024,4,1,false,Email,None,High,Likely,F,45,15,21,2586.35,3.200000,20/11/2024,4/11/2024
