TRANSACTION_ID,CUSTOMER_ID,TRANSACTION_DATE,PRODUCT_SKU,PRODUCT_DESCRIPTION,PRODUCT_CATEGORY,QUANTITY,AVG_PRICE,DELIVERY_CHARGES,COUPON_STATUS,COUPON_CODE,DISCOUNT_PCT,PAYMENT_METHOD,SHIPPING_PROVIDER,TRANSACTION_RATING,GROSS_REVENUE,NET_REVENUE
41538,12744,24/10/2024,GGOEGOAQ020099,Four Color Retractable Pen,Office,2,2.99,6,Used,OFF10,10,PayPal,Australia Post Courier,3,5.98,5.382
44501,15415,24/11/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4,79,6.5,Used,ELEC20,20,PayPal,Australia Post Express,5,316,252.8
31918,12377,7/05/2024,GGOEGOAC021799,Ballpoint Pen Blue,Office,5,0.79,19.99,Used,OFF10,10,Debit Card,Toll Priority,1,3.95,3.555
46250,14180,12/09/2024,GGOEGALJ091015,Google Women's Tee Grey,Apparel,1,17.93,50,Used,SALE30,30,Credit Card,Toll Priority,1,17.93,12.551
38409,13263,18/09/2024,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,Used,ELEC30,30,PayPal,Australia Post Courier,3,149,104.3
28982,12370,26/05/2024,GGOEGFKA022299,Keyboard DOT Sticker,Office,1,1.2,6,Not Used,no,0,Credit Card,Australia Post Express,2,1.2,1.2
47588,14497,19/12/2024,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,151.88,6.5,Used,ELEC30,30,PayPal,Australia Post Express,4,151.88,106.316
35611,14321,14/08/2024,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,15.19,6,Not Used,no,0,Debit Card,StarTrack Express,3,15.19,15.19
29639,17230,6/05/2024,GGOEGAXL065930,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.19,6,Used,SALE30,30,Credit Card,StarTrack Express,3,19.19,13.433
44632,17463,26/11/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6.5,Used,ELEC20,20,Debit Card,Australia Post Courier,5,238,190.4
25932,17097,19/04/2024,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,5,16.99,6,Not Used,no,0,Credit Card,Australia Post Courier,1,84.95,84.95
33250,15002,20/07/2024,GGOEAAAB081016,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1,19.99,6,Used,SALE10,10,Venmo,Australia Post Courier,3,19.99,17.991
22306,14708,3/07/2024,GGOEGDHG082499,Google 25 oz Clear Stainless Steel Bottle,Google,13,11.19,354,Used,ELEC10,10,Credit Card,Toll Priority,3,145.47,130.923
35903,17742,17/08/2024,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,30,2,59.16,Used,OFF20,20,PayPal,Toll Priority,2,60,48
17096,17920,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Cash,StarTrack Express,5,122.77,122.77
35321,17841,8/11/2024,GGOEGHGH019699,Google Sunglasses,Lifestyle,5,2.8,80.38,Not Used,no,0,Credit Card,Toll Priority,5,14,14
37841,17690,9/11/2024,GGOEGFYQ016599,Foam Can and Bottle Cooler,Drinkware,3,1.11,6,Used,EXTRA30,30,Credit Card,Australia Post Courier,2,3.33,2.331
24114,17897,26/03/2024,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,16.99,67.67,Used,SALE30,30,Credit Card,Toll Priority,2,16.99,11.893
43088,16767,11/10/2024,GGOEGDHR018499,Google 22 oz Water Bottle,Drinkware,1,2.99,6,Not Used,no,0,Credit Card,Australia Post Express,3,2.99,2.99
28160,14085,16/05/2024,GGOEGHGT019599,Google Sunglasses,Lifestyle,5,2.8,6,Used,EXTRA20,20,Credit Card,Australia Post Express,4,14,11.2
21537,15555,28/02/2024,GGOEGOLC014299,Google Metallic Notebook Set,Office,30,4.79,35.3,Used,OFF20,20,Credit Card,Toll Priority,4,143.7,114.96
24504,15021,30/03/2024,GGOEGOLC014299,Google Metallic Notebook Set,Office,2,4.79,12.48,Used,OFF30,30,Credit Card,CouriersPlease,4,9.58,6.706
42040,14049,29/10/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,79,6,Not Used,no,0,PayPal,StarTrack Express,4,237,237
19849,15373,2/07/2024,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,1.59,6.5,Not Used,no,0,PayPal,Australia Post Express,3,1.59,1.59
32388,17340,7/11/2024,GGOEGAAJ032716,Google Men's Skater Tee Grey,Apparel,1,8,6,Used,SALE10,10,Debit Card,StarTrack Express,3,8,7.2
40298,13742,10/10/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6,Used,ELEC10,10,Debit Card,Australia Post Courier,4,298,268.2
47505,15311,19/12/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,Used,ELEC30,30,Credit Card,Australia Post Express,5,151.88,106.316
29611,17346,6/05/2024,GGOEGARJ058413,Google Women's Yoga Pants,Apparel,1,55.43,6,Used,SALE30,30,Credit Card,Australia Post Courier,1,55.43,38.801
36178,13862,21/08/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,Used,ELEC20,20,PayPal,Australia Post Courier,5,238,190.4
26157,14702,21/04/2024,GGOEYHPB072210,YouTube Twill Cap,Apparel,3,8.79,6,Used,SALE10,10,PayPal,Australia Post Courier,4,26.37,23.733
40363,17673,10/11/2024,GGOEGGCX056399,Gift Card - $250.00,Gift Cards,1,250,0,Not Used,no,0,PayPal,Australia Post Free Parcel,2,250,250
35122,13069,8/09/2024,GGOEGOCC077299,Google RFID Journal,Notebooks & Journals,1,6,6,Used,NJ20,20,Credit Card,Australia Post Express,3,6,4.8
39418,15498,30/09/2024,GGOEGAAJ032713,Google Men's Long & Lean Tee Grey,Apparel,1,9.99,6,Used,SALE30,30,Debit Card,Australia Post Courier,2,9.99,6.993
46765,16771,13/12/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,Used,ELEC30,30,Debit Card,StarTrack Express,2,151.88,106.316
29015,14298,27/05/2024,GGOEAHPJ074410,Android Twill Cap,Apparel,1,10.99,6,Used,SALE20,20,Debit Card,StarTrack Express,2,10.99,8.792
43436,13280,14/11/2024,GGOENEBQ086499,Nest Cam IQ - USA,Nest,1,199,6,Used,NE20,20,PayPal,Australia Post Courier,3,199,159.2
30649,14709,18/06/2024,GGOEGALJ073314,Google Women's Short Sleeve Hero Tee Heather,Apparel,1,18.99,6,Not Used,no,0,Cash,Australia Post Courier,2,18.99,18.99
34017,15379,28/07/2024,GGOEGBRA037499,Waterproof Backpack,Bags,1,99.99,6,Used,AIO10,10,Credit Card,StarTrack Express,4,99.99,89.991
18470,15923,21/01/2024,GGOEGAAJ057015,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1,45.38,6.5,Used,SALE10,10,Venmo,Australia Post Courier,1,45.38,40.842
24654,17341,4/02/2024,GGOEGAER033215,Google Men's Long Sleeve Raglan Cranberry,Apparel,1,19.99,6.5,Used,SALE10,10,Venmo,Australia Post Express,3,19.99,17.991
23796,15002,22/03/2024,GGOEGBMC073699,Google Collapsible Duffel Blue,More Bags,1,21.99,18.12,Not Used,no,0,PayPal,Toll Priority,2,21.99,21.99
46687,18041,13/12/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,Used,ELEC30,30,PayPal,Australia Post Express,5,151.88,106.316
26174,13969,21/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,Used,ELEC10,10,Credit Card,Australia Post Courier,3,149,134.1
18049,13715,17/01/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,4,244.5,220.05
45875,14606,12/06/2024,GGOEGAYR068256,Google Youth Short Sleeve Tee Red,Apparel,1,3.87,6.5,Used,SALE30,30,Debit Card,Australia Post Courier,2,3.87,2.709
31621,17913,30/06/2024,GGOEYAAJ033015,YouTube Men's Skater Tee Charcoal,Apparel,2,11.19,6.5,Used,SALE30,30,Credit Card,Australia Post Courier,3,22.38,15.666
39257,14735,28/09/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79,6,Used,ELEC30,30,Credit Card,Australia Post Courier,3,395,276.5
24622,17722,4/01/2024,GGOEGAER029213,Google Women's Short Sleeve Badge Tee Red Heather,Apparel,1,15.19,6.5,Used,SALE10,10,Credit Card,Australia Post Express,3,15.19,13.671
41107,12348,19/10/2024,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware,65,2.39,32.08,Used,EXTRA10,10,PayPal,Toll Priority,3,155.35,139.815
27816,14505,5/11/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,Used,ELEC20,20,Credit Card,Australia Post Courier,5,238,190.4
16975,16218,1/03/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,4,153.71,138.339
24059,17591,25/03/2024,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Office,1,2.39,6.5,Used,OFF30,30,Credit Card,Australia Post Courier,3,2.39,1.673
20469,15332,15/02/2024,GGOEGOCR017899,Recycled Paper Journal Set,Office,5,3.99,6.5,Used,OFF20,20,Debit Card,StarTrack Express,4,19.95,15.96
39914,17243,10/05/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,Not Used,no,0,Credit Card,Australia Post Courier,3,158,158
45559,14496,12/04/2024,GGOEAFKA087599,Android Large Removable Sticker Sheet,Accessories,1,2.44,6.5,Used,ACC30,30,PayPal,StarTrack Express,1,2.44,1.708
36670,13089,26/08/2024,GGOEYFKQ020699,YouTube Custom Decals,Office,1,1.99,6,Used,OFF20,20,PayPal,Australia Post Courier,4,1.99,1.592
34377,16567,8/01/2024,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2,13.59,6.5,Not Used,no,0,Credit Card,Australia Post Express,2,27.18,27.18
39248,14735,28/09/2024,GGOEYAEJ029513,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,1,9.49,6,Used,SALE30,30,Credit Card,Australia Post Courier,3,9.49,6.643
37185,15033,9/01/2024,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Bags,1,12.79,43.31,Not Used,no,0,Credit Card,Toll Priority,3,12.79,12.79
43095,16767,11/10/2024,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2,149,6,Used,ELEC20,20,Debit Card,Australia Post Courier,5,298,238.4
27072,14448,5/02/2024,GGOEGAEB084517,BLM Sweatshirt,Apparel,1,33.59,6,Used,SALE20,20,Credit Card,Australia Post Express,2,33.59,26.872
29163,14415,30/05/2024,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Drinkware,1,19.99,6,Used,EXTRA20,20,Credit Card,Australia Post Courier,5,19.99,15.992
32254,14083,7/10/2024,GGOEGOAB022499,Satin Black Ballpoint Pen,Office,1,22.39,6,Used,OFF10,10,Credit Card,Australia Post Express,3,22.39,20.151
34872,16923,8/07/2024,GGOEGHGH019699,Google Sunglasses,Lifestyle,3,2.8,26.2,Not Used,no,0,Credit Card,Toll Priority,3,8.4,8.4
46497,13089,12/11/2024,GGOENEBQ092299,Nest Secure Alarm System Starter Pack - USA,Nest,1,355.74,6.5,Not Used,no,0,PayPal,StarTrack Express,5,355.74,355.74
42867,14040,11/08/2024,GGOEWAEA083899,Waze Dress Socks,Waze,1,8.99,6,Used,WEMP20,20,PayPal,Australia Post Express,1,8.99,7.192
38219,12356,15/09/2024,GGOEGAWR061850,Google Infant Short Sleeve Tee Red,Apparel,3,13.59,6,Used,SALE30,30,PayPal,Australia Post Courier,2,40.77,28.539
33621,15464,24/07/2024,GGOEGALQ034213,Google Women's Vintage Hero Tee White,Apparel,2,10.63,6,Not Used,no,0,PayPal,Australia Post Courier,3,21.26,21.26
36434,14606,23/08/2024,GGOEAAEJ030914,Android Women's Long Sleeve Blended Cardigan Grey,Apparel,1,12,6,Used,SALE20,20,PayPal,Australia Post Express,1,12,9.6
29181,16499,30/05/2024,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2,16.99,6,Not Used,no,0,Credit Card,StarTrack Express,2,33.98,33.98
19309,14573,31/01/2024,GGOEGOAC016199,Executive Twist Ballpoint Pen,Office,4,8.24,18.47,Not Used,no,0,Venmo,Toll Priority,1,32.96,32.96
44142,14401,21/11/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,Used,ELEC20,20,Credit Card,Australia Post Courier,2,149,119.2
23837,15024,22/03/2024,GGOEGFYQ016599,Foam Can and Bottle Cooler,Drinkware,50,1.99,6.5,Used,EXTRA30,30,Credit Card,Australia Post Courier,2,99.5,69.65
32373,13564,7/11/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,Used,ELEC10,10,Credit Card,Australia Post Express,5,238,214.2
25698,15856,16/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,Not Used,no,0,PayPal,Australia Post Courier,4,119,119
41656,16222,25/10/2024,GGOEAAAJ032413,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1,3.8,6,Used,SALE10,10,Credit Card,Australia Post Courier,3,3.8,3.42
35275,15005,8/10/2024,GGOEGAAQ033917,Google Men's Vintage Badge Tee White,Apparel,1,5.7,6,Not Used,no,0,Credit Card,Australia Post Courier,1,5.7,5.7
45310,17619,12/01/2024,GGOEGAEL091314,Google Crew Sweater Navy,Apparel,1,42.39,6.5,Used,SALE30,30,Credit Card,Australia Post Courier,3,42.39,29.673
35188,14606,8/10/2024,GGOEGAYB068056,Google Youth Baseball Raglan Heather/Black,Apparel,1,19.99,6,Used,SALE20,20,Credit Card,Australia Post Express,2,19.99,15.992
43432,15601,14/11/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6,Used,ELEC20,20,PayPal,Australia Post Courier,4,298,238.4
37236,14329,9/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,Used,ELEC30,30,Debit Card,Australia Post Express,2,119,83.3
24112,17897,26/03/2024,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,12,1.59,6.5,Used,OFF30,30,PayPal,Australia Post Courier,3,19.08,13.356
43122,16767,11/10/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,Used,ELEC20,20,PayPal,StarTrack Express,3,119,95.2
28809,15039,24/05/2024,GGOEGOAB022499,Satin Black Ballpoint Pen,Office,2,22.39,6,Used,OFF20,20,Debit Card,Australia Post Courier,2,44.78,35.824
20480,14810,15/02/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6.5,Not Used,no,0,PayPal,StarTrack Express,4,119,119
32743,15311,15/07/2024,GGOEGOAQ020099,Four Color Retractable Pen,Office,1,2.39,6,Not Used,no,0,Credit Card,Australia Post Express,4,2.39,2.39
41267,16757,20/10/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,12.99,Not Used,no,0,Credit Card,CouriersPlease,3,119,119
35271,15005,8/10/2024,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149,6,Used,ELEC20,20,Credit Card,StarTrack Express,4,149,119.2
38337,15023,17/09/2024,GGOEGAPB058613,Google Women's Yoga Jacket Black,Apparel,1,42,6,Used,SALE30,30,Credit Card,Australia Post Express,2,42,29.4
48203,17685,27/12/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,121.3,6.5,Used,ELEC30,30,PayPal,Australia Post Courier,5,121.3,84.91
28695,14524,23/05/2024,GGOEGAAJ032716,Google Men's Skater Tee Grey,Apparel,2,11.19,6,Used,SALE20,20,PayPal,Australia Post Express,2,22.38,17.904
31476,12705,28/06/2024,GGOEGAEJ035316,Google Vintage Henley Grey/Black,Apparel,1,23.99,6,Used,SALE30,30,PayPal,Australia Post Express,2,23.99,16.793
26532,12748,27/04/2024,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,10.39,6,Used,EXTRA10,10,PayPal,Australia Post Courier,5,10.39,9.351
47014,17337,15/12/2024,GGOEGAEL091314,Google Crew Sweater Navy,Apparel,1,42.39,6.5,Not Used,no,0,Credit Card,Australia Post Courier,2,42.39,42.39
30758,15620,19/06/2024,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,6,25,0,Not Used,no,0,PayPal,Australia Post Free Parcel,1,150,150
27968,13069,13/05/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,Not Used,no,0,Credit Card,StarTrack Express,4,119,119
33245,15002,20/07/2024,GGOEGOAQ020099,Four Color Retractable Pen,Office,4,2.39,6.5,Used,OFF10,10,Credit Card,Australia Post Express,4,9.56,8.604
18216,17850,18/01/2024,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Drinkware,1,16.5,6.5,Not Used,no,0,Credit Card,Australia Post Courier,2,16.5,16.5
31196,13627,25/06/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119,6,Not Used,no,0,PayPal,Australia Post Courier,2,357,357
36249,12523,22/08/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,Used,ELEC20,20,Credit Card,Australia Post Courier,4,238,190.4
39367,15498,29/09/2024,GGOEGAEJ028014,Google Women's Short Sleeve Hero Tee Grey,Apparel,2,4.08,6,Used,SALE30,30,Credit Card,Australia Post Express,2,8.16,5.712
27830,14505,5/11/2024,GGOEGAEQ027915,Google Women's Short Sleeve Hero Tee White,Apparel,1,13.59,6,Used,SALE20,20,Credit Card,Australia Post Courier,1,13.59,10.872
19293,17961,31/01/2024,GGOEGAEB031515,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,5,25.78,6.5,Used,SALE10,10,Credit Card,Australia Post Courier,1,128.9,116.01
29901,17858,6/08/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,Not Used,no,0,Credit Card,Australia Post Courier,5,238,238
26473,14667,26/04/2024,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Office,2,1.99,6,Used,OFF10,10,Credit Card,Australia Post Courier,4,3.98,3.582
40585,13408,10/12/2024,GGOENEBQ086799,Nest Thermostat E - USA,Nest,1,99,6,Not Used,no,0,PayPal,Australia Post Courier,4,99,99
23050,15194,16/03/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.5,Not Used,no,0,Credit Card,Australia Post Courier,4,119,119
20974,15880,21/02/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.5,Not Used,no,0,Cash,Australia Post Express,5,119,119
33951,12386,28/07/2024,GGOEGFSR022099,Google Kick Ball,Lifestyle,6,1.99,6,Not Used,no,0,PayPal,Australia Post Courier,3,11.94,11.94
18872,13138,25/01/2024,GGOEGDHR018499,Google 22 oz Water Bottle,Drinkware,1,2.47,6.5,Not Used,no,0,Debit Card,Australia Post Express,4,2.47,2.47
47057,17337,15/12/2024,GGOEGDHR086999,Google Thermal Bottle Red,Drinkware,1,24.45,75,Not Used,no,0,Cash,Toll Priority,2,24.45,24.45
30097,15727,6/11/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,79,6,Used,ELEC30,30,Debit Card,StarTrack Express,4,237,165.9
38535,17708,20/09/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,Used,ELEC30,30,Credit Card,StarTrack Express,3,238,166.6
24772,16713,4/04/2024,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,1.99,6.5,Used,OFF10,10,Credit Card,Australia Post Express,3,1.99,1.791
28721,15356,23/05/2024,GGOEYFKQ020699,YouTube Custom Decals,Office,1,1.99,6,Used,OFF20,20,PayPal,Australia Post Courier,3,1.99,1.592
25748,15271,17/04/2024,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.39,6,Not Used,no,0,PayPal,Australia Post Express,3,2.39,2.39
39516,14646,10/01/2024,GGOENEBQ092299,Nest Secure Alarm System Starter Pack - USA,Nest,1,349,6,Not Used,no,0,PayPal,Australia Post Express,4,349,349
35070,14761,8/09/2024,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Bags,35,12.79,25.44,Not Used,no,0,Credit Card,Toll Priority,3,447.65,447.65
19119,15646,29/01/2024,GGOEGOAA017099,Ballpoint Stick Pen 4 Pack,Office,15,4.12,6.5,Not Used,no,0,Credit Card,Australia Post Express,2,61.8,61.8
42974,14709,11/09/2024,GGOEGHPB071610,Google Twill Cap,Apparel,25,10.99,6,Used,SALE20,20,Debit Card,Australia Post Courier,4,274.75,219.8
24472,16893,30/03/2024,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware,20,2.39,39.81,Used,EXTRA30,30,Debit Card,Toll Priority,3,47.8,33.46
34108,13093,30/07/2024,GGOEGAAB033815,Google Men's Vintage Badge Tee Black,Apparel,1,7.6,6,Used,SALE10,10,Credit Card,Australia Post Courier,4,7.6,6.84
46691,18250,13/12/2024,GGOEYOCB092699,YouTube Transmission Journal Black,Notebooks & Journals,20,17.93,15.72,Used,NJ30,30,Credit Card,Toll Priority,3,358.6,251.02
25352,12621,4/12/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6.5,Not Used,no,0,PayPal,Australia Post Express,2,119,119
38899,14606,25/09/2024,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Office,1,2.39,6,Used,OFF30,30,Debit Card,StarTrack Express,3,2.39,1.673
41564,13198,24/10/2024,GGOEGALJ036416,Google Women's Tee Grey,Apparel,1,6,6,Used,SALE10,10,Credit Card,StarTrack Express,1,6,5.4
17660,16456,1/11/2024,GGOEGAAL059015,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1,18.15,6.5,Used,SALE10,10,Credit Card,StarTrack Express,1,18.15,16.335
28118,17799,16/05/2024,GGOEGAWQ062949,Google Baby Essentials Set,Apparel,1,27.19,6.5,Used,SALE20,20,Credit Card,Australia Post Courier,3,27.19,21.752
30413,12748,14/06/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,Used,ELEC30,30,Credit Card,Australia Post Express,5,119,83.3
46593,13728,12/12/2024,GGOEGAEJ028115,Google Women's Short Sleeve Badge Tee Grey,Apparel,2,3.47,6.5,Not Used,no,0,PayPal,Australia Post Courier,1,6.94,6.94
24675,17341,4/03/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6.5,Not Used,no,0,Credit Card,Australia Post Express,4,298,298
39063,16395,26/09/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,Used,ELEC30,30,Credit Card,Australia Post Courier,3,119,83.3
41883,13049,27/10/2024,GGOEGHGT019599,Google Sunglasses,Lifestyle,4,2.8,6,Not Used,no,0,PayPal,Australia Post Courier,3,11.2,11.2
27415,16367,5/06/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,Not Used,no,0,Cash,StarTrack Express,2,119,119
46516,13093,12/11/2024,GGOENEBQ086799,Nest Thermostat E - USA,Nest,1,100.91,6.5,Used,NE30,30,PayPal,StarTrack Express,4,100.91,70.637
17322,14729,1/07/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,no,0,Credit Card,StarTrack Express,4,153.71,153.71
38257,16814,15/09/2024,GGOEGAPJ058015,Google Women's 1/4 Zip Jacket Charcoal,Apparel,1,44,6,Used,SALE30,30,Credit Card,Australia Post Express,3,44,30.8
24159,13078,27/03/2024,GGOEGAYQ068956,Google Youth Girl Hoodie,Apparel,1,35.2,6.5,Used,SALE30,30,Credit Card,Australia Post Courier,2,35.2,24.64
29140,14680,30/05/2024,GGOEGAXC065628,Google Toddler Hoodie Royal Blue,Apparel,1,30.39,13.35,Used,SALE20,20,PayPal,CouriersPlease,1,30.39,24.312
20338,16931,13/02/2024,GGOEGAWR061050,Google Onesie Red/Graphite,Apparel,1,19.19,6.5,Used,SALE20,20,Credit Card,Australia Post Express,2,19.19,15.352
34386,12947,8/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,79,6,Not Used,no,0,Credit Card,Australia Post Express,4,237,237
36586,14514,25/08/2024,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6,Used,SALE20,20,Debit Card,Australia Post Express,3,15.99,12.792
37185,15033,9/01/2024,GGOEGADJ057116,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1,26.4,43.31,Not Used,no,0,Credit Card,Toll Priority,3,26.4,26.4
18966,15574,27/01/2024,GGOEGAWH061353,Google Onesie Green,Apparel,1,19.8,12.76,Used,SALE10,10,Credit Card,CouriersPlease,2,19.8,17.82
28654,16202,22/05/2024,GGOEGAPB057817,Women's Performance Full Zip Jacket Black,Apparel,1,67.19,6,Not Used,no,0,Credit Card,Australia Post Courier,2,67.19,67.19
30670,15157,18/06/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,Used,ELEC30,30,Credit Card,Australia Post Express,3,149,104.3
25363,18071,4/12/2024,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,3,2.99,6.5,Used,OFF10,10,PayPal,Australia Post Courier,3,8.97,8.073
37611,17609,9/07/2024,GGOEGHGT019599,Google Sunglasses,Lifestyle,5,2.8,38.19,Used,EXTRA30,30,Credit Card,Toll Priority,2,14,9.8
47660,13230,20/12/2024,GGOEGAEJ028116,Google Women's Short Sleeve Badge Tee Grey,Apparel,1,4.33,6,Used,SALE30,30,Debit Card,Australia Post Courier,3,4.33,3.031
40422,14068,10/11/2024,GGOEGFKQ020799,Google Doodle Decal,Office,1,2.39,6,Used,OFF10,10,Credit Card,Australia Post Courier,3,2.39,2.151
42209,17888,31/10/2024,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,199,8.7,Used,NCA10,10,PayPal,Australia Post Express,2,199,179.1
29445,16233,6/02/2024,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,199,8.7,Used,NCA30,30,Credit Card,StarTrack Express,2,199,139.3
29080,12748,29/05/2024,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Waze,1,5.59,6,Used,WEMP20,20,PayPal,Australia Post Courier,5,5.59,4.472
27085,14800,5/02/2024,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,Used,ELEC20,20,Venmo,Australia Post Courier,3,149,119.2
